Upper,HammarbergIndexstddev,0.423345480515
Lower,HammarbergIndexstddev,0.348621942636
Upper,SlopeV0_500mean,0.0573930809169
Lower,SlopeV0_500mean,0.0585934715973
Upper,SlopeV0_500stddev,-0.166053829044
Lower,SlopeV0_500stddev,0.206831074891
Upper,SlopeV500_1500mean,-0.0125200525526
Lower,SlopeV500_1500mean,-0.0151521211875
Upper,SlopeV500_1500stddev,-1.46875978897
Lower,SlopeV500_1500stddev,-1.29889139883
Upper,SpectralFluxVmean,0.268167840441
Lower,SpectralFluxVmean,0.240199799701
Upper,SpectralFluxVstddev,0.579508635662
Lower,SpectralFluxVstddev,0.613069809783
Upper,Mfcc1Vmean,15.624029141
Lower,Mfcc1Vmean,19.3865123592
Upper,Mfcc1Vstddev,0.393520599265
Lower,Mfcc1Vstddev,0.596960136321
Upper,Mfcc2Vmean,5.38861257662
Lower,Mfcc2Vmean,4.64096894454
Upper,Mfcc2Vstddev,-1.5594314239
Lower,Mfcc2Vstddev,0.786625562772
Upper,Mfcc3Vmean,-6.74557444196
Lower,Mfcc3Vmean,-5.973052045
Upper,Mfcc3Vstddev,65.4708936151
Lower,Mfcc3Vstddev,-2.13432679655
Upper,Mfcc4Vmean,-20.7301737107
Lower,Mfcc4Vmean,-22.927854312
Upper,Mfcc4Vstddev,-1.34975884081
Lower,Mfcc4Vstddev,-1.07855887201
Upper,AlphaRatioUVmean,-4.22429267974
Lower,AlphaRatioUVmean,-5.42406242309
Upper,HammarbergIndexUVmean,11.904125771
Lower,HammarbergIndexUVmean,13.4433444812
Upper,SlopeUV0-500mean,0.0372130543532
Lower,SlopeUV0-500mean,0.0397012720109
Upper,SlopeUV500-1500mean,0.00393609267132
Lower,SlopeUV500-1500mean,0.00288779008889
Upper,SpectralFluxUVmean,0.169628580809
Lower,SpectralFluxUVmean,0.162986595245
Upper,LoudnessPeaksPerSec,5.48007227574
Lower,LoudnessPeaksPerSec,4.97592166848
Upper,VoicedSegmentsPerSec,3.46946758088
Lower,VoicedSegmentsPerSec,3.02446033967
Upper,MeanVoicedSegmentLengthSec,0.135229670735
Lower,MeanVoicedSegmentLengthSec,0.136930404511
Upper,StddevVoicedSegmentLengthSec,0.116074654228
Lower,StddevVoicedSegmentLengthSec,0.11693884913
Upper,MeanUnvoicedSegmentLength,0.142495214522
Lower,MeanUnvoicedSegmentLength,0.194836091223
Upper,StddevUnvoicedSegmentLength,0.12711491375
Lower,StddevUnvoicedSegmentLength,0.176485318668
Upper,EquivalentSoundLevel_dBp,-22.0113237132
Lower,EquivalentSoundLevel_dBp,-22.3272970924
