frameIndex;frameTime;pcm_LOGenergy
865;8.650000;-5.542099e+00
866;8.660000;-5.891485e+00
867;8.670000;-6.528144e+00
868;8.680000;-7.439620e+00
869;8.690000;-8.084582e+00
870;8.700000;-8.136242e+00
871;8.710000;-7.864386e+00
872;8.720000;-7.455370e+00
873;8.730000;-7.129518e+00
874;8.740000;-6.427565e+00
875;8.750000;-5.170690e+00
876;8.760000;-3.968815e+00
877;8.770000;-3.679152e+00
878;8.780000;-3.949744e+00
879;8.790000;-4.864070e+00
880;8.800000;-5.676810e+00
881;8.810000;-6.818042e+00
882;8.820000;-7.033348e+00
883;8.830000;-7.244329e+00
884;8.840000;-7.177328e+00
885;8.850000;-6.652326e+00
886;8.860000;-6.091713e+00
887;8.870000;-5.823179e+00
888;8.880000;-5.834409e+00
889;8.890000;-5.944509e+00
890;8.900000;-6.047625e+00
891;8.910000;-5.964798e+00
892;8.920000;-5.462787e+00
893;8.930000;-4.345253e+00
894;8.940000;-3.704929e+00
895;8.950000;-3.671381e+00
896;8.960000;-3.937354e+00
897;8.970000;-4.115055e+00
898;8.980000;-4.470519e+00
899;8.990000;-4.969138e+00
900;9.000000;-5.086007e+00
901;9.010000;-4.992733e+00
902;9.020000;-5.136298e+00
903;9.030000;-5.537967e+00
904;9.040000;-5.976036e+00
905;9.050000;-6.572839e+00
906;9.060000;-7.836040e+00
907;9.070000;-1.026807e+01
908;9.080000;-1.233151e+01
909;9.090000;-1.407088e+01
910;9.100000;-1.413687e+01
911;9.110000;-1.445950e+01
912;9.120000;-1.485086e+01
913;9.130000;-1.589958e+01
914;9.140000;-1.558887e+01
915;9.150000;-8.851654e+00
916;9.160000;-8.198135e+00
917;9.170000;-8.204113e+00
918;9.180000;-9.202692e+00
919;9.190000;-1.159994e+01
920;9.200000;-1.272493e+01
921;9.210000;-1.223587e+01
922;9.220000;-1.114694e+01
923;9.230000;-9.969247e+00
924;9.240000;-8.906720e+00
925;9.250000;-8.196482e+00
926;9.260000;-7.683897e+00
927;9.270000;-7.237925e+00
928;9.280000;-6.816385e+00
929;9.290000;-6.502467e+00
930;9.300000;-6.522150e+00
931;9.310000;-6.366756e+00
932;9.320000;-6.379902e+00
933;9.330000;-6.450523e+00
934;9.340000;-6.610699e+00
935;9.350000;-6.502804e+00
936;9.360000;-6.552243e+00
937;9.370000;-6.621825e+00
938;9.380000;-6.579577e+00
939;9.390000;-6.478681e+00
940;9.400000;-6.341905e+00
941;9.410000;-6.616814e+00
942;9.420000;-7.031447e+00
943;9.430000;-7.299835e+00
944;9.440000;-7.743191e+00
945;9.450000;-8.893342e+00
946;9.460000;-9.899176e+00
947;9.470000;-1.126664e+01
948;9.480000;-1.068215e+01
949;9.490000;-9.347595e+00
950;9.500000;-5.220503e+00
951;9.510000;-3.707639e+00
952;9.520000;-3.268505e+00
953;9.530000;-3.270959e+00
954;9.540000;-3.594536e+00
955;9.550000;-4.124584e+00
956;9.560000;-4.598064e+00
957;9.570000;-5.028102e+00
958;9.580000;-5.238266e+00
959;9.590000;-5.311919e+00
960;9.600000;-5.377637e+00
961;9.610000;-5.775945e+00
962;9.620000;-6.401515e+00
963;9.630000;-6.954577e+00
964;9.640000;-6.991614e+00
965;9.650000;-6.867027e+00
966;9.660000;-5.933498e+00
967;9.670000;-5.291856e+00
968;9.680000;-4.961704e+00
969;9.690000;-4.945891e+00
970;9.700000;-5.312910e+00
971;9.710000;-6.265806e+00
972;9.720000;-8.238039e+00
973;9.730000;-9.552057e+00
974;9.740000;-1.095035e+01
975;9.750000;-1.227082e+01
976;9.760000;-1.460305e+01
977;9.770000;-8.352253e+00
978;9.780000;-6.119514e+00
979;9.790000;-5.990980e+00
980;9.800000;-5.656151e+00
981;9.810000;-4.451187e+00
982;9.820000;-4.234959e+00
983;9.830000;-4.537163e+00
984;9.840000;-5.430218e+00
985;9.850000;-5.758008e+00
986;9.860000;-6.443077e+00
987;9.870000;-7.896664e+00
988;9.880000;-9.715188e+00
989;9.890000;-1.113989e+01
990;9.900000;-1.304607e+01
991;9.910000;-1.412511e+01
992;9.920000;-9.422355e+00
993;9.930000;-7.857498e+00
994;9.940000;-7.574742e+00
995;9.950000;-7.022159e+00
996;9.960000;-6.700737e+00
997;9.970000;-6.641548e+00
